List File,16.lst
Start Time,2017-04-30  16:32:25
Sampling Time,44 sec

Count,24
Particles / ml,1250

Efficiency,8.7%
PPUI,1.04

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),94.61,50.30,135.85,25.52,26.97
Aspect Ratio,0.78,0.60,0.99,0.11,13.57
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.74,0.60,0.84,0.07,8.84
Circularity (Hu),0.93,0.84,0.98,0.03,3.58
Compactness,1.59,1.11,2.27,0.33,20.76
Diameter (ABD),10.87,8.00,13.15,1.52,13.99
Diameter (ESD),12.44,8.71,15.29,1.91,15.33
Elongation,2.55,1.00,4.91,1.20,47.21
Geodesic Aspect Ratio,0.50,0.20,1.00,0.27,53.59
Geodesic Length,18.67,8.88,30.03,6.02,32.27
Geodesic Thickness,7.89,5.29,10.30,1.37,17.38
Image Height,37.08,28.00,47.00,4.92,13.26
Image Width,36.75,29.00,46.00,3.91,10.65
Intensity,127.92,88.02,158.98,17.34,13.55
Length,14.25,9.81,17.98,2.02,14.20
Perimeter,53.12,35.52,72.28,10.07,18.97
Roughness,1.19,1.04,1.35,0.10,8.26
Sigma Intensity,38.08,22.75,55.07,9.87,25.90
Sum Intensity,60486.83,30015.00,95098.00,18961.99,31.35
Transparency,0.12,0.08,0.20,0.03,27.69
Volume (ABD),710.63,268.37,1191.08,276.95,38.97
Width,10.26,6.00,13.69,2.22,21.60

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,0,0.00,0.00,0.00,0.00
7-8um,0,0.00,0.00,0.00,0.00
8-9um,1,4.17,1.34,52,0.02
0-5um,0,0.00,0.00,0.00,0.00
5-10um,3,12.50,4.76,156,0.06
10-15um,20,83.33,87.98,1042,1.18
15-20um,1,4.17,7.26,52,0.10
20-25um,0,0.00,0.00,0.00,0.00
25-30um,0,0.00,0.00,0.00,0.00
30-35um,0,0.00,0.00,0.00,0.00
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,2,8.33,3.41,104,0.05
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

